county,site_code,site_name,latitude,longitude,sample_date,chemical_name,concentration_ppb,level_of_quantification_ppb,method_detection_level_ppb,sample_type,study_cd,study_description,study_weblink,data_source,agency,record_id
Sacramento,34_76,"Alder Creek receiving water at Iron Point Rd., near Buckingham Way(DPR site id: FOL100)",38.64559,-121.14442,2015-04-07,dinotefuran,0.0162,0.0045,0.0045,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7266173
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2016-04-19,imidacloprid,0.013,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7175361
San Diego,37_387,Rainbow C A Huffstatler St A Rainbow Ca,33.41528,-117.15194,2016-08-07,clothianidin,0.0957,0.0039,0.0039,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7263207
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2017-01-24,imidacloprid,0.0184,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7175366
Monterey,27_143,Natividad C Nr Salinas Ca,36.6987,-121.61072,2017-03-29,imidacloprid,0.06,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7149159
Solano,48_27,Ulatis Crk at Brown Rd,38.30713,-121.79331,2017-06-13,thiamethoxam,0.0255,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7267249
Stanislaus,50_36,Ingram C at River Rd Nr Patterson Ca (near HISLPA)_USGS NAWQA site,37.60057,-121.224,2015-06-09,thiamethoxam,0.0065,0.0034,0.0034,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7266760
Monterey,27_144,Gabilan C Nr Salinas Ca,36.75579,-121.6105,2017-03-22,imidacloprid,0.0215,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7134703
San Joaquin,39_95,San Joaquin R at Buckley Cove. CEDEN: 544LSAC13,37.97183,-121.37362,2016-04-19,imidacloprid,0.0601,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7263711
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2018-02-08,imidacloprid,0.116,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7252158
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2016-01-19,imidacloprid,0.0124,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7264725
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2018-03-29,imidacloprid,0.0489,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7135513
Sacramento,34_25,Arcade C Nr Del Paso Heights California_USGS NAWQA site,38.64196,-121.382,2005-06-16,imidacloprid,0.08,0.02,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7131485
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2016-01-21,imidacloprid,0.0838,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7137216
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2019-03-25,imidacloprid,0.0439,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7175306
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2019-06-26,imidacloprid,0.0521,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7139588
Contra Costa,07_117,San Ramon C A La Gonda Way A Danville Ca,37.82571,-122.00354,2017-04-19,imidacloprid,0.0199,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7175420
Solano,48_27,Ulatis Crk at Brown Rd,38.30713,-121.79331,2016-06-15,imidacloprid,0.0064,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7265122
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2014-09-04,imidacloprid,0.0223,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7142065
Stanislaus,50_36,Ingram C at River Rd Nr Patterson Ca (near HISLPA)_USGS NAWQA site,37.60057,-121.224,2015-06-09,imidacloprid,0.0164,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7260050
Monterey,27_141,Alisal C A Fairview Ave Nr Salinas Ca,36.66751,-121.62742,2017-03-20,imidacloprid,0.665,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7142590
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2013-02-13,imidacloprid,0.0182,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7136943
San Benito,35_6,Tequisquita Slough upstream Pajaro River @ Shore Rd,36.9425,-121.44483,2017-04-20,imidacloprid,0.0387,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7175412
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2016-05-04,imidacloprid,0.0339,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7145744
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2016-04-18,imidacloprid,0.0348,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7146107
Sacramento,34_25,Arcade C Nr Del Paso Heights California_USGS NAWQA site,38.64196,-121.382,2005-04-12,imidacloprid,0.05,0.02,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7132530
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2018-01-11,imidacloprid,0.0952,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7161331
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2020-06-24,imidacloprid,0.0374,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7135456
Santa Barbara,42_9,Santa Ynez River at 13th Street - Santa Ynez River Region -  SWAMP station code  314SYN001,34.67,-120.55,2017-03-28,imidacloprid,0.0983,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7135945
Solano,48_27,Ulatis Crk at Brown Rd,38.30713,-121.79331,2015-11-10,imidacloprid,0.016,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7264747
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2014-03-06,imidacloprid,0.0384,0.011,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7139872
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2020-01-06,imidacloprid,0.0529,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7137036
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2019-02-28,imidacloprid,0.0173,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7175305
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2020-04-14,imidacloprid,0.0334,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7161340
Stanislaus,50_28,Orestimba Creek at River Road (trib. to SJR),37.41397,-121.01502,2017-01-09,imidacloprid,0.0374,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7134990
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2016-02-22,imidacloprid,0.044,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7147196
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2017-02-22,imidacloprid,0.0513,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7185120
San Joaquin,39_95,San Joaquin R at Buckley Cove. CEDEN: 544LSAC13,37.97183,-121.37362,2016-11-14,imidacloprid,0.0083,0.0038,0.0038,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7264448
Riverside,33_2,Santa Ana R Bl Prado Dam California_USGS NAWQA site,33.88335,-117.64533,2017-12-20,imidacloprid,0.0887,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7145765
San Joaquin,39_17,San Joaquin River near Vernalis,37.67555,-121.26547,2018-11-27,imidacloprid,0.058,0.016,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7137452
Sacramento,34_25,Arcade C Nr Del Paso Heights California_USGS NAWQA site,38.64196,-121.382,2005-06-28,imidacloprid,0.15,0.02,-999,Filtered water sample,263,"USGS NWIS water column data, downloaded from the NWIS website for periods between January 1, 1990 - August 19, 2021; downloaded August, 2021.",https://waterdata.usgs.gov/nwis,USGS,U.S. Geological Survey Water Resources Discipline,7131900
